OID_,cat_ID_txt,O1Region,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,region,cat_ID,cat_ID_con
30,2069737, 1,6448554.012883960269392,0.237924662965611,Bristol_Bay,2069737,Bristol_Bay_2069737
31,2069987, 1,6448554.012883962132037,0.206090716355842,Bristol_Bay,2069987,Bristol_Bay_2069987
32,2070037, 1,6448554.012883959338069,0.194776605208464,Bristol_Bay,2070037,Bristol_Bay_2070037
33,2070127, 1,6448554.012883961200714,0.176758452099547,Bristol_Bay,2070127,Bristol_Bay_2070127
34,2070227, 1,552806185.385697841644287,2.334039826771757,Bristol_Bay,2070227,Bristol_Bay_2070227
35,2070527, 1,552806185.385698199272156,2.272303496866179,Bristol_Bay,2070527,Bristol_Bay_2070527
36,2070607, 1,552806185.385698318481445,2.269759935420583,Bristol_Bay,2070607,Bristol_Bay_2070607
37,2072204, 1,773825.949983251397498,0.875434082163659,Bristol_Bay,2072204,Bristol_Bay_2072204
38,2073204, 1,4157316.504447489976883,1.624104653776973,Bristol_Bay,2073204,Bristol_Bay_2073204
39,2073484, 1,5200998.726100644096732,1.563843286717896,Bristol_Bay,2073484,Bristol_Bay_2073484
40,2073634, 1,6699521.596299651078880,1.380445519361647,Bristol_Bay,2073634,Bristol_Bay_2073634
41,2075404, 1,22453056.982349187135696,5.862213396336155,Bristol_Bay,2075404,Bristol_Bay_2075404
42,2076202, 1,19643854.060773614794016,24.146767390526360,Bristol_Bay,2076202,Bristol_Bay_2076202
43,2076454, 1,517205152.794164896011353,5.862785288160358,Bristol_Bay,2076454,Bristol_Bay_2076454
44,2076994, 1,517205152.794164955615997,5.795252611140927,Bristol_Bay,2076994,Bristol_Bay_2076994
45,2078492, 1,27899414.461988575756550,14.314181276303103,Bristol_Bay,2078492,Bristol_Bay_2078492
46,2078822, 1,33940229.176961086690426,20.133774907198450,Bristol_Bay,2078822,Bristol_Bay_2078822
47,2079192, 1,62458051.651266999542713,14.888990598499513,Bristol_Bay,2079192,Bristol_Bay_2079192
48,2082463, 1,2205563.424924904014915,0.260336616331946,Bristol_Bay,2082463,Bristol_Bay_2082463
49,2082862, 1,16608542.528175024315715,2.176088293762433,Bristol_Bay,2082862,Bristol_Bay_2082862
50,2083162, 1,30201750.367619000375271,5.771740092139250,Bristol_Bay,2083162,Bristol_Bay_2083162
51,2084672, 1,76377906.838832125067711,12.950224993570716,Bristol_Bay,2084672,Bristol_Bay_2084672
52,2084722, 1,405082177.881475746631622,21.653739005780942,Bristol_Bay,2084722,Bristol_Bay_2084722
53,2085216, 1,703004.308700981899165,0.275715968288929,Bristol_Bay,2085216,Bristol_Bay_2085216
54,2086766, 1,703004.308700981899165,0.059354820324940,Bristol_Bay,2086766,Bristol_Bay_2086766
55,2087903, 1,514999590.983880698680878,6.783772434755053,Bristol_Bay,2087903,Bristol_Bay_2087903
56,2088163, 1,517205152.794165194034576,6.010079293783406,Bristol_Bay,2088163,Bristol_Bay_2088163
57,2088766, 1,546357631.372813940048218,3.311940319017863,Bristol_Bay,2088766,Bristol_Bay_2088766
58,2089306, 1,546357631.372813940048218,3.017386291589450,Bristol_Bay,2089306,Bristol_Bay_2089306
59,2089656, 1,546357631.372813940048218,2.919958505246783,Bristol_Bay,2089656,Bristol_Bay_2089656
60,2089756, 1,546357631.372813582420349,2.900274009525075,Bristol_Bay,2089756,Bristol_Bay_2089756
61,2089766, 1,546357631.372813940048218,2.814652645048986,Bristol_Bay,2089766,Bristol_Bay_2089766
62,3021744, 1,261237.936268458521226,0.205549774666489,Bristol_Bay,3021744,Bristol_Bay_3021744
63,3022083, 1,326639.950619488197844,0.350848120055175,Bristol_Bay,3022083,Bristol_Bay_3022083
64,3024343, 1,255090705.209402769804001,3.776752499730544,Bristol_Bay,3024343,Bristol_Bay_3024343
65,3024543, 1,255090705.209402740001678,2.693861499905524,Bristol_Bay,3024543,Bristol_Bay_3024543
66,3024783, 1,255090705.209402859210968,2.656322880275799,Bristol_Bay,3024783,Bristol_Bay_3024783
67,3029305, 1,68063522.869099840521812,45.577926364655326,Bristol_Bay,3029305,Bristol_Bay_3029305
68,3030445, 1,463686.343713981681503,0.136919207526550,Bristol_Bay,3030445,Bristol_Bay_3030445
69,3030555, 1,68063522.869099840521812,13.822850607028499,Bristol_Bay,3030555,Bristol_Bay_3030555
70,3031385, 1,790326.294333469821140,0.040392189041905,Bristol_Bay,3031385,Bristol_Bay_3031385
71,3031465, 1,790326.294333469821140,0.040319435537167,Bristol_Bay,3031465,Bristol_Bay_3031465
72,3031685, 1,188028838.764023214578629,6.108132008583833,Bristol_Bay,3031685,Bristol_Bay_3031685
73,3032395, 1,255090705.209402799606323,5.686557082415789,Bristol_Bay,3032395,Bristol_Bay_3032395
74,3034116, 1,67061866.445379674434662,8.308831443006568,Bristol_Bay,3034116,Bristol_Bay_3034116
75,4051080, 1,34317032.007299363613129,17.584383392849407,Bristol_Bay,4051080,Bristol_Bay_4051080
76,4051090, 1,35014885.919918268918991,14.381064296655552,Bristol_Bay,4051090,Bristol_Bay_4051090
77,4051780, 1,35014885.919918268918991,8.481671855223279,Bristol_Bay,4051780,Bristol_Bay_4051780
78,4052630, 1,35014885.919918276369572,4.590440148792661,Bristol_Bay,4052630,Bristol_Bay_4052630
79,4053250, 1,35014885.919918276369572,3.345438920811132,Bristol_Bay,4053250,Bristol_Bay_4053250
80,4054380, 1,20355474.479585342109203,14.156971792837556,Bristol_Bay,4054380,Bristol_Bay_4054380
81,4055510, 1,35014885.919918268918991,2.094190238614558,Bristol_Bay,4055510,Bristol_Bay_4055510
82,4055830, 1,21023915.246389411389828,4.399782279878556,Bristol_Bay,4055830,Bristol_Bay_4055830
83,4065477, 1,3687435.150200295727700,0.104396488790615,Bristol_Bay,4065477,Bristol_Bay_4065477
84,4065827, 1,83245716.672148630023003,0.279533580593027,Bristol_Bay,4065827,Bristol_Bay_4065827
85,4065957, 1,83245716.672148600220680,0.273090382599132,Bristol_Bay,4065957,Bristol_Bay_4065957
86,4066027, 1,83245716.672148600220680,0.272670802145813,Bristol_Bay,4066027,Bristol_Bay_4066027
87,4066267, 1,83245716.672148630023003,0.266455258793106,Bristol_Bay,4066267,Bristol_Bay_4066267
88,4066507, 1,83245716.672148600220680,0.265423696307543,Bristol_Bay,4066507,Bristol_Bay_4066507
89,4066577, 1,86933151.822348922491074,0.246867547627321,Bristol_Bay,4066577,Bristol_Bay_4066577
90,4075956, 1,3687435.150200295262039,0.129851711498556,Bristol_Bay,4075956,Bristol_Bay_4075956
91,4076106, 1,3687435.150200295727700,0.123355529808700,Bristol_Bay,4076106,Bristol_Bay_4076106
92,4076306, 1,83245716.672148585319519,0.327132819823842,Bristol_Bay,4076306,Bristol_Bay_4076306
93,4076616, 1,83245716.672148615121841,0.293483894212317,Bristol_Bay,4076616,Bristol_Bay_4076616
94,4085681, 1,351987.356499862333294,0.310773232016322,Bristol_Bay,4085681,Bristol_Bay_4085681
95,4085931, 1,351987.356499862333294,0.187867866769070,Bristol_Bay,4085931,Bristol_Bay_4085931
96,4087015, 1,2506407.858040387276560,0.213345968978312,Bristol_Bay,4087015,Bristol_Bay_4087015
97,4087121, 1,351987.356499862333294,0.135542142412876,Bristol_Bay,4087121,Bristol_Bay_4087121
98,4088675, 1,3687435.150200294796377,0.166386274738703,Bristol_Bay,4088675,Bristol_Bay_4088675
99,4088865, 1,56038801.166307672858238,0.506727046417712,Bristol_Bay,4088865,Bristol_Bay_4088865
100,4088915, 1,83245716.672148585319519,0.345156334559718,Bristol_Bay,4088915,Bristol_Bay_4088915
101,4093211, 1,21023915.246389403939247,6.118048562319549,Bristol_Bay,4093211,Bristol_Bay_4093211
102,4094434, 1,211197.194703654851764,0.405588427332366,Bristol_Bay,4094434,Bristol_Bay_4094434
103,4095343, 1,5850215.581543347798288,5.753640722024172,Bristol_Bay,4095343,Bristol_Bay_4095343
104,4095641, 1,35014885.919918276369572,1.869629851591448,Bristol_Bay,4095641,Bristol_Bay_4095641
105,4096454, 1,1181027.292159908683971,1.864630764528167,Bristol_Bay,4096454,Bristol_Bay_4096454
106,4096461, 1,21023915.246389411389828,2.470232050049356,Bristol_Bay,4096461,Bristol_Bay_4096461
107,4096891, 1,21023915.246389407664537,1.772207772844044,Bristol_Bay,4096891,Bristol_Bay_4096891
108,4097353, 1,16692986.771507728844881,1.729491555344678,Bristol_Bay,4097353,Bristol_Bay_4097353
109,4097691, 1,21023915.246389415115118,1.204602215894271,Bristol_Bay,4097691,Bristol_Bay_4097691
110,4097911, 1,56038801.166307687759399,1.487513094756709,Bristol_Bay,4097911,Bristol_Bay_4097911
111,4097981, 1,56038801.166307680308819,1.254561172164616,Bristol_Bay,4097981,Bristol_Bay_4097981
112,4098071, 1,56038801.166307695209980,1.197034954602219,Bristol_Bay,4098071,Bristol_Bay_4098071
113,4098081, 1,56038801.166307680308819,1.196390486261319,Bristol_Bay,4098081,Bristol_Bay_4098081
114,4099143, 1,454011.339383073500358,0.037473820723205,Bristol_Bay,4099143,Bristol_Bay_4099143
115,4100703, 1,20193367.123996961861849,1.230402278965869,Bristol_Bay,4100703,Bristol_Bay_4100703
116,4101113, 1,27206915.505840945988894,0.693688913195169,Bristol_Bay,4101113,Bristol_Bay_4101113
117,4101393, 1,27206915.505840949714184,0.622818297968099,Bristol_Bay,4101393,Bristol_Bay_4101393
118,4101523, 1,27206915.505840942263603,0.593636660982752,Bristol_Bay,4101523,Bristol_Bay_4101523
119,4101893, 1,56038801.166307665407658,0.887459313479913,Bristol_Bay,4101893,Bristol_Bay_4101893
120,4102223, 1,56038801.166307687759399,0.827857895452277,Bristol_Bay,4102223,Bristol_Bay_4102223
121,4102343, 1,56038801.166307695209980,0.810588484587853,Bristol_Bay,4102343,Bristol_Bay_4102343
122,4105514, 1,1179326.017965403618291,2.653128021267309,Bristol_Bay,4105514,Bristol_Bay_4105514
123,4105594, 1,2295210.663336731959134,2.097095915137754,Bristol_Bay,4105594,Bristol_Bay_4105594
124,4105804, 1,2295210.663336732424796,0.414167573120796,Bristol_Bay,4105804,Bristol_Bay_4105804
125,4106064, 1,2295210.663336731959134,0.387094633731068,Bristol_Bay,4106064,Bristol_Bay_4106064
126,4107154, 1,27206915.505840953439474,0.509415328538537,Bristol_Bay,4107154,Bristol_Bay_4107154
127,4107454, 1,56038801.166307695209980,0.596253005588626,Bristol_Bay,4107454,Bristol_Bay_4107454
128,4107464, 1,56038801.166307680308819,0.596138021311408,Bristol_Bay,4107464,Bristol_Bay_4107464
129,4107604, 1,27206915.505840949714184,0.217440456345861,Bristol_Bay,4107604,Bristol_Bay_4107604
130,4107994, 1,27206915.505840942263603,0.209600260283863,Bristol_Bay,4107994,Bristol_Bay_4107994
131,4108004, 1,56038801.166307672858238,0.517315920802737,Bristol_Bay,4108004,Bristol_Bay_4108004
132,4115902, 1,102023.982883211152512,0.039443628735279,Bristol_Bay,4115902,Bristol_Bay_4115902
133,4116442, 1,454011.339383073500358,0.076807522513951,Bristol_Bay,4116442,Bristol_Bay_4116442
134,4116692, 1,454011.339383073500358,0.060354642383491,Bristol_Bay,4116692,Bristol_Bay_4116692
135,4117142, 1,454011.339383073500358,0.051691568824190,Bristol_Bay,4117142,Bristol_Bay_4117142
136,4119632, 1,56038801.166307687759399,1.135348125691555,Bristol_Bay,4119632,Bristol_Bay_4119632
137,4119952, 1,56038801.166307702660561,1.101759110204470,Bristol_Bay,4119952,Bristol_Bay_4119952
138,4120132, 1,56038801.166307702660561,0.915492428023099,Bristol_Bay,4120132,Bristol_Bay_4120132
139,5017441, 1,2238384.540315626189113,4.665595043220471,Bristol_Bay,5017441,Bristol_Bay_5017441
140,5019001, 1,616068.467570972163230,0.417831321774373,Bristol_Bay,5019001,Bristol_Bay_5019001
141,5019751, 1,2339389.842434537597001,0.402012898774853,Bristol_Bay,5019751,Bristol_Bay_5019751
142,5019921, 1,5853387.983742807060480,0.587794191048548,Bristol_Bay,5019921,Bristol_Bay_5019921
143,5033474, 1,5853387.983742806129158,0.161218074092623,Bristol_Bay,5033474,Bristol_Bay_5033474
144,5034953, 1,5853387.983742805197835,0.438416160788285,Bristol_Bay,5034953,Bristol_Bay_5034953
145,5035463, 1,5853387.983742805197835,0.371007574298822,Bristol_Bay,5035463,Bristol_Bay_5035463
146,5035693, 1,5853387.983742805197835,0.258767905381609,Bristol_Bay,5035693,Bristol_Bay_5035693
147,5038685, 1,5853387.983742807060480,0.133597973164423,Bristol_Bay,5038685,Bristol_Bay_5038685
148,75000100000252, 1,4315882.067961824126542,1.905557557639818,Cook_Inlet,75000100000252,Cook_Inlet_75000100000252
149,75000100000409, 1,1843378659.369286298751831,21.337181594556682,Cook_Inlet,75000100000409,Cook_Inlet_75000100000409
150,75000100001315, 1,68961689.676839232444763,11.434374407457643,Cook_Inlet,75000100001315,Cook_Inlet_75000100001315
151,75000100001396, 1,170835.620808856299846,0.085182546926739,Cook_Inlet,75000100001396,Cook_Inlet_75000100001396
152,75000100001685, 1,60146687.308387890458107,28.561643708526447,Cook_Inlet,75000100001685,Cook_Inlet_75000100001685
153,75000100002150, 1,46927201.878632634878159,10.395079636992170,Cook_Inlet,75000100002150,Cook_Inlet_75000100002150
154,75000100002463, 1,170835.620808856270742,0.053471451886848,Cook_Inlet,75000100002463,Cook_Inlet_75000100002463
155,75000100002741, 1,1759096.592015265021473,2.212682024221053,Cook_Inlet,75000100002741,Cook_Inlet_75000100002741
156,75000100002858, 1,67110743.881417110562325,23.928664029418851,Cook_Inlet,75000100002858,Cook_Inlet_75000100002858
157,75000100003972, 1,67202593.084823951125145,16.596782733082915,Cook_Inlet,75000100003972,Cook_Inlet_75000100003972
158,75000100004048, 1,46927201.878632627427578,10.510613654599283,Cook_Inlet,75000100004048,Cook_Inlet_75000100004048
159,75000200000745, 1,2246518723.020596504211426,7.022273798723658,Cook_Inlet,75000200000745,Cook_Inlet_75000200000745
160,75000200001210, 1,34858266.413901828229427,4.861485256294513,Cook_Inlet,75000200001210,Cook_Inlet_75000200001210
161,75000200003487, 1,2206992926.499463081359863,7.664769771322290,Cook_Inlet,75000200003487,Cook_Inlet_75000200003487
162,75000200005098, 1,4690106.016389209777117,2.086375791080522,Cook_Inlet,75000200005098,Cook_Inlet_75000200005098
163,75000200005820, 1,1719257.234023556346074,0.262862940997208,Cook_Inlet,75000200005820,Cook_Inlet_75000200005820
164,75000200007043, 1,33864353.812963016331196,9.874013547912028,Cook_Inlet,75000200007043,Cook_Inlet_75000200007043
165,75000200007660, 1,1719257.234023556811735,0.378712583952662,Cook_Inlet,75000200007660,Cook_Inlet_75000200007660
166,75000200007995, 1,2246518723.020599365234375,6.590676834175826,Cook_Inlet,75000200007995,Cook_Inlet_75000200007995
167,75000200008267, 1,2246518723.020598888397217,6.640384696268916,Cook_Inlet,75000200008267,Cook_Inlet_75000200008267
168,75000200008529, 1,2211679103.960313796997070,7.415889485149227,Cook_Inlet,75000200008529,Cook_Inlet_75000200008529
169,75000200008600, 1,4690106.016389209777117,1.350926963579223,Cook_Inlet,75000200008600,Cook_Inlet_75000200008600
170,75000200009162, 1,34858266.413901813328266,6.185460801503129,Cook_Inlet,75000200009162,Cook_Inlet_75000200009162
171,75000200010370, 1,4411256891.483670234680176,8.797533042691711,Cook_Inlet,75000200010370,Cook_Inlet_75000200010370
172,75000200010768, 1,1719257.234023556578904,0.158505348945071,Cook_Inlet,75000200010768,Cook_Inlet_75000200010768
173,75000200011046, 1,34858266.413901828229427,3.810539997320096,Cook_Inlet,75000200011046,Cook_Inlet_75000200011046
174,75000200012043, 1,1719257.234023556578904,0.892974633990461,Cook_Inlet,75000200012043,Cook_Inlet_75000200012043
175,75000200012956, 1,4411256891.483675003051758,8.543482350747277,Cook_Inlet,75000200012956,Cook_Inlet_75000200012956
176,75000200014042, 1,1719257.234023557044566,0.497961994994466,Cook_Inlet,75000200014042,Cook_Inlet_75000200014042
177,75000200015589, 1,4411256891.483679771423340,8.723296840894305,Cook_Inlet,75000200015589,Cook_Inlet_75000200015589
178,75000200016891, 1,4690106.016389209777117,3.486946468060180,Cook_Inlet,75000200016891,Cook_Inlet_75000200016891
179,75000200018582, 1,1719257.234023556578904,0.218408668410257,Cook_Inlet,75000200018582,Cook_Inlet_75000200018582
180,75000200018778, 1,4690106.016389209777117,1.115337370925985,Cook_Inlet,75000200018778,Cook_Inlet_75000200018778
181,75000300000174, 1,90337789.496052324771881,2.770475733836300,Cook_Inlet,75000300000174,Cook_Inlet_75000300000174
182,75000300000624, 1,150838059.423581808805466,20.003498332767091,Cook_Inlet,75000300000624,Cook_Inlet_75000300000624
183,75000300004778, 1,63353402.528632372617722,4.510636630463228,Cook_Inlet,75000300004778,Cook_Inlet_75000300004778
184,75000300009654, 1,63353402.528632365167141,7.445782691076102,Cook_Inlet,75000300009654,Cook_Inlet_75000300009654
185,75000300010038, 1,8841561.912717755883932,6.030908342761893,Cook_Inlet,75000300010038,Cook_Inlet_75000300010038
186,75000300011262, 1,151039886.933496922254562,15.607952307490686,Cook_Inlet,75000300011262,Cook_Inlet_75000300011262
187,75000300011640, 1,26676402.034920416772366,9.586788729662587,Cook_Inlet,75000300011640,Cook_Inlet_75000300011640
188,75000300011642, 1,307984.932499580609147,0.162270321725699,Cook_Inlet,75000300011642,Cook_Inlet_75000300011642
189,75000300014878, 1,26984386.967419993132353,3.981796641382500,Cook_Inlet,75000300014878,Cook_Inlet_75000300014878
190,75000300016498, 1,63353402.528632365167141,5.656183620584756,Cook_Inlet,75000300016498,Cook_Inlet_75000300016498
191,75000300018625, 1,63353402.528632365167141,2.854559426082665,Cook_Inlet,75000300018625,Cook_Inlet_75000300018625
192,75000300022407, 1,63353402.528632357716560,3.138624394152535,Cook_Inlet,75000300022407,Cook_Inlet_75000300022407
193,75000300022955, 1,130716872.672267049551010,30.277483303001258,Cook_Inlet,75000300022955,Cook_Inlet_75000300022955
194,75000300024659, 1,145915.068711433414137,0.149623525070222,Cook_Inlet,75000300024659,Cook_Inlet_75000300024659
195,75000300025330, 1,241377676.429549336433411,4.571077500724967,Cook_Inlet,75000300025330,Cook_Inlet_75000300025330
196,75000300025488, 1,151039886.933496832847595,13.438878996899856,Cook_Inlet,75000300025488,Cook_Inlet_75000300025488
197,75000400000017, 1,1843378659.369284868240356,21.242708933780367,Cook_Inlet,75000400000017,Cook_Inlet_75000400000017
198,75000400001221, 1,502836356.409284293651581,16.768539592482558,Cook_Inlet,75000400001221,Cook_Inlet_75000400001221
199,75000400002218, 1,490495536.516989052295685,17.801645259579669,Cook_Inlet,75000400002218,Cook_Inlet_75000400002218
200,75000400004888, 1,4668296.381139336153865,3.274592828491015,Cook_Inlet,75000400004888,Cook_Inlet_75000400004888
201,75000400005921, 1,45726035.215295419096947,4.624112201243878,Cook_Inlet,75000400005921,Cook_Inlet_75000400005921
202,75000400009643, 1,486583.891461805731524,0.372934306287552,Cook_Inlet,75000400009643,Cook_Inlet_75000400009643
203,75000400009917, 1,7017645.168355869129300,3.071192276277118,Cook_Inlet,75000400009917,Cook_Inlet_75000400009917
204,75000400010059, 1,7247522.673831027932465,1.846319253237918,Cook_Inlet,75000400010059,Cook_Inlet_75000400010059
205,75000400014408, 1,1259165080.007348537445068,46.979869944618635,Cook_Inlet,75000400014408,Cook_Inlet_75000400014408
206,75000400014699, 1,7017645.168355870060623,3.047153998137275,Cook_Inlet,75000400014699,Cook_Inlet_75000400014699
207,75000400014878, 1,562579056.076371192932129,13.262955702527060,Cook_Inlet,75000400014878,Cook_Inlet_75000400014878
208,75000400019561, 1,1701970.563576037297025,1.074732326483942,Cook_Inlet,75000400019561,Cook_Inlet_75000400019561
209,75000400019625, 1,29307702.075286488980055,16.200545461095501,Cook_Inlet,75000400019625,Cook_Inlet_75000400019625
210,75000400024244, 1,1266283351.432062387466431,41.264415319121476,Cook_Inlet,75000400024244,Cook_Inlet_75000400024244
211,75000400024863, 1,11365558.590572886168957,9.660442224177721,Cook_Inlet,75000400024863,Cook_Inlet_75000400024863
212,75000400024876, 1,692821882.757206916809082,48.360173545256160,Cook_Inlet,75000400024876,Cook_Inlet_75000400024876
213,75000400028963, 1,572427011.556084156036377,11.115435526869721,Cook_Inlet,75000400028963,Cook_Inlet_75000400028963
214,75000400034535, 1,492431968.776021718978882,56.184102212564923,Cook_Inlet,75000400034535,Cook_Inlet_75000400034535
215,75000400034853, 1,2651105.861218493897468,4.975077954827488,Cook_Inlet,75000400034853,Cook_Inlet_75000400034853
216,75000400035016, 1,12297587.660745503380895,8.206039807019819,Cook_Inlet,75000400035016,Cook_Inlet_75000400035016
217,75000400036699, 1,442735819.158644974231720,18.824380090887871,Cook_Inlet,75000400036699,Cook_Inlet_75000400036699
218,75000500000009, 1,60129038.830686159431934,20.647614668846998,Cook_Inlet,75000500000009,Cook_Inlet_75000500000009
219,75000500002240, 1,271182509.213128209114075,31.334617467967242,Cook_Inlet,75000500002240,Cook_Inlet_75000500002240
220,75000500002477, 1,655883888.908376932144165,34.143075983705330,Cook_Inlet,75000500002477,Cook_Inlet_75000500002477
221,75000500003409, 1,77952623.068316459655762,8.027508152812212,Cook_Inlet,75000500003409,Cook_Inlet_75000500003409
222,75000500003515, 1,6405827.836073215119541,1.892090588229780,Cook_Inlet,75000500003515,Cook_Inlet_75000500003515
223,75000500006217, 1,271050889.256745696067810,37.879460040225418,Cook_Inlet,75000500006217,Cook_Inlet_75000500006217
224,75000500006404, 1,271182509.213128030300140,26.354370804722059,Cook_Inlet,75000500006404,Cook_Inlet_75000500006404
225,75000500006883, 1,117826671.162565737962723,4.276987897646970,Cook_Inlet,75000500006883,Cook_Inlet_75000500006883
226,75000500007429, 1,77952623.068316429853439,3.745636636610578,Cook_Inlet,75000500007429,Cook_Inlet_75000500007429
227,75000500008023, 1,37427898.299441523849964,14.482617195093129,Cook_Inlet,75000500008023,Cook_Inlet_75000500008023
228,75000500008026, 1,1288875893.864238023757935,19.336940775405846,Cook_Inlet,75000500008026,Cook_Inlet_75000500008026
229,75000500008473, 1,16085655.651663430035114,10.801588684227649,Cook_Inlet,75000500008473,Cook_Inlet_75000500008473
230,75000500009358, 1,39874048.094249337911606,10.442821722373450,Cook_Inlet,75000500009358,Cook_Inlet_75000500009358
231,75000500010561, 1,632992004.955861210823059,14.311758994906567,Cook_Inlet,75000500010561,Cook_Inlet_75000500010561
232,75000500011225, 1,117826671.162565767765045,4.683378256017478,Cook_Inlet,75000500011225,Cook_Inlet_75000500011225
233,75000500012614, 1,1288875893.864237070083618,19.644976203434975,Cook_Inlet,75000500012614,Cook_Inlet_75000500012614
234,75000600002752, 1,184311928.088964790105820,22.846379609024581,Cook_Inlet,75000600002752,Cook_Inlet_75000600002752
235,75000600002850, 1,227587957.895357221364975,43.117033502321242,Cook_Inlet,75000600002850,Cook_Inlet_75000600002850
236,75000600002853, 1,18239856.086395729333162,13.186575662166167,Cook_Inlet,75000600002853,Cook_Inlet_75000600002853
237,75000600003641, 1,689892817.221013426780701,39.498087797329106,Cook_Inlet,75000600003641,Cook_Inlet_75000600003641
238,75000600005142, 1,568001963.706738233566284,25.588932306955847,Cook_Inlet,75000600005142,Cook_Inlet_75000600005142
239,75000600005686, 1,79224800.983644768595695,12.498900237826897,Cook_Inlet,75000600005686,Cook_Inlet_75000600005686
240,75000600005715, 1,2447856.916153971105814,1.965493390213005,Cook_Inlet,75000600005715,Cook_Inlet_75000600005715
241,75000600009325, 1,1224295.201397986151278,0.680598922414402,Cook_Inlet,75000600009325,Cook_Inlet_75000600009325
242,75000600009410, 1,11854825.009998299181461,3.016380359664153,Cook_Inlet,75000600009410,Cook_Inlet_75000600009410
243,75000600009435, 1,456156.333107169717550,0.232111155739129,Cook_Inlet,75000600009435,Cook_Inlet_75000600009435
244,75000600009551, 1,9144513.648649882525206,4.439016954377965,Cook_Inlet,75000600009551,Cook_Inlet_75000600009551
245,75000600009692, 1,636282037.262518405914307,10.858767781041882,Cook_Inlet,75000600009692,Cook_Inlet_75000600009692
246,75000600010293, 1,172665.376765430497471,0.120978197811554,Cook_Inlet,75000600010293,Cook_Inlet_75000600010293
247,75000600011081, 1,269808.400524866185151,0.698802193540636,Cook_Inlet,75000600011081,Cook_Inlet_75000600011081
248,75000600012135, 1,1969281.715348513564095,3.702774458003828,Cook_Inlet,75000600012135,Cook_Inlet_75000600012135
249,75000600012682, 1,6948204.549409790895879,8.727735216648709,Cook_Inlet,75000600012682,Cook_Inlet_75000600012682
